,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-20 13:23:22.150169,2024-01-20 13:47:01.996257,0 days 00:23:39.846088,8,0.2,1.0,xlm-roberta-base,,cnn,1.0,0.009831060231977254,focal,2,Adam,COMPLETE
1,1,0.24328722538649308,2024-01-20 13:47:02.021021,2024-01-20 14:25:03.640948,0 days 00:38:01.619927,4,0.30000000000000004,,,microsoft/deberta-base,mlp,,0.00310330688260614,cross_entropy,8,RMSprop,COMPLETE
2,2,0.24328722538649308,2024-01-20 14:25:03.662071,2024-01-20 14:58:01.353893,0 days 00:32:57.691822,4,0.2,,,xlm-roberta-base,mlp,,0.004786692625579118,cross_entropy,11,Adam,COMPLETE
3,3,0.24328722538649308,2024-01-20 14:58:01.376548,2024-01-20 15:21:04.064924,0 days 00:23:02.688376,8,0.2,,,xlm-roberta-base,mlp,,0.005744974391952214,cross_entropy,3,Adam,COMPLETE
4,4,0.24328722538649308,2024-01-20 15:21:04.099844,2024-01-20 15:45:21.786545,0 days 00:24:17.686701,4,0.5,4.0,roberta-base,,cnn,,0.008929515566344944,cross_entropy,3,RMSprop,COMPLETE
5,5,0.24328722538649308,2024-01-20 15:45:21.807777,2024-01-20 16:12:48.808873,0 days 00:27:27.001096,4,0.1,3.0,vinai/bertweet-base,,cnn,,0.0028094194909971185,cross_entropy,15,AdamW,COMPLETE
6,6,0.24328722538649308,2024-01-20 16:12:48.830411,2024-01-20 16:32:54.829989,0 days 00:20:05.999578,8,0.2,4.0,vinai/bertweet-base,,cnn,1.0,0.003728570765021515,focal,11,Adam,COMPLETE
7,7,0.24328722538649308,2024-01-20 16:32:54.857485,2024-01-20 16:54:29.298017,0 days 00:21:34.440532,4,0.1,,,vinai/bertweet-base,mlp,,0.0027352030150343378,cross_entropy,8,RMSprop,COMPLETE
8,8,0.5119491740787802,2024-01-20 16:54:29.338791,2024-01-20 17:14:23.783831,0 days 00:19:54.445040,8,0.1,3.0,vinai/bertweet-base,,cnn,,0.006545666370874058,cross_entropy,3,AdamW,COMPLETE
9,9,0.24328722538649308,2024-01-20 17:14:23.818937,2024-01-20 17:40:57.992971,0 days 00:26:34.174034,4,0.4,4.0,roberta-base,,cnn,,0.005889743491999492,cross_entropy,9,AdamW,COMPLETE
