,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-22 09:28:29.821713,2024-01-22 09:38:27.060704,0 days 00:09:57.238991,4,0.4,,,microsoft/deberta-base,mlp,,0.007429056319447832,cross_entropy,10,RMSprop,COMPLETE
1,1,0.6694743660929285,2024-01-22 09:38:27.113347,2024-01-22 09:56:23.796017,0 days 00:17:56.682670,8,0.5,5.0,roberta-base,,cnn,2.0,0.0015701663253824343,focal,13,SGD,COMPLETE
2,2,0.5136819951831094,2024-01-22 09:56:23.826278,2024-01-22 10:02:58.222041,0 days 00:06:34.395763,8,0.4,,,bert-base-uncased,mlp,,0.0018147641664198325,cross_entropy,13,Adam,COMPLETE
3,3,0.7030744589973251,2024-01-22 10:02:58.243464,2024-01-22 10:24:41.420474,0 days 00:21:43.177010,4,0.30000000000000004,5.0,roberta-base,,cnn,,0.006811203125142524,cross_entropy,7,SGD,COMPLETE
4,4,0.24328722538649308,2024-01-22 10:24:41.451972,2024-01-22 10:28:58.222351,0 days 00:04:16.770379,8,0.30000000000000004,,,vinai/bertweet-base,mlp,,0.006452031528668444,cross_entropy,4,RMSprop,COMPLETE
5,5,0.24328722538649308,2024-01-22 10:28:58.243347,2024-01-22 10:31:16.197233,0 days 00:02:17.953886,8,0.5,,,roberta-base,mlp,,0.0039955475776877036,cross_entropy,13,Adam,PRUNED
6,6,0.24328722538649308,2024-01-22 10:31:16.303494,2024-01-22 10:33:34.678072,0 days 00:02:18.374578,8,0.5,1.0,bert-base-uncased,,cnn,3.0,0.004291078633562428,focal,5,Adam,PRUNED
7,7,0.19909162944623118,2024-01-22 10:33:34.772961,2024-01-22 10:38:07.550719,0 days 00:04:32.777758,4,0.30000000000000004,1.0,xlm-roberta-base,,cnn,,0.00013978338796410435,cross_entropy,11,AdamW,PRUNED
8,8,0.432868996825935,2024-01-22 10:38:07.816793,2024-01-22 10:43:18.978082,0 days 00:05:11.161289,8,0.4,4.0,vinai/bertweet-base,,cnn,,0.006604636680796444,cross_entropy,7,AdamW,COMPLETE
9,9,0.1644144144144144,2024-01-22 10:43:19.004012,2024-01-22 10:46:35.962492,0 days 00:03:16.958480,4,0.2,4.0,bert-base-uncased,,cnn,,0.008848270222783273,cross_entropy,4,AdamW,PRUNED
