,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-22 03:01:18.568601,2024-01-22 03:07:16.865107,0 days 00:05:58.296506,4,0.5,1.0,bert-base-uncased,,cnn,,0.0014266391436260455,cross_entropy,12,Adam,COMPLETE
1,1,0.24328722538649308,2024-01-22 03:07:16.886957,2024-01-22 03:13:14.048172,0 days 00:05:57.161215,4,0.30000000000000004,,,bert-base-uncased,mlp,3.0,0.0058969902653972376,focal,3,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-22 03:13:14.072246,2024-01-22 03:18:31.281040,0 days 00:05:17.208794,8,0.2,1.0,xlm-roberta-base,,cnn,,0.00642157817730331,cross_entropy,12,RMSprop,COMPLETE
3,3,0.26942836710192825,2024-01-22 03:18:31.308619,2024-01-22 03:22:44.605497,0 days 00:04:13.296878,8,0.2,,,xlm-roberta-base,mlp,,0.005556776279265126,cross_entropy,9,SGD,COMPLETE
4,4,0.6849355835251522,2024-01-22 03:22:44.650478,2024-01-22 03:44:47.104931,0 days 00:22:02.454453,4,0.1,5.0,vinai/bertweet-base,,cnn,,0.005171910251842598,cross_entropy,5,SGD,COMPLETE
5,5,0.1644144144144144,2024-01-22 03:44:47.130683,2024-01-22 03:48:15.473952,0 days 00:03:28.343269,4,0.30000000000000004,5.0,roberta-base,,cnn,,0.008175577952361452,cross_entropy,9,Adam,PRUNED
6,6,0.6311971677420182,2024-01-22 03:48:15.507047,2024-01-22 03:55:46.271586,0 days 00:07:30.764539,4,0.5,2.0,bert-base-uncased,,cnn,3.0,0.007934338924484202,focal,9,SGD,PRUNED
7,7,0.24328722538649308,2024-01-22 03:55:46.303940,2024-01-22 04:02:13.028541,0 days 00:06:26.724601,4,0.30000000000000004,4.0,bert-base-uncased,,cnn,5.0,0.001645014198791395,focal,4,Adam,COMPLETE
8,8,0.24328722538649308,2024-01-22 04:02:13.049243,2024-01-22 04:08:58.927860,0 days 00:06:45.878617,4,0.30000000000000004,4.0,roberta-base,,cnn,,0.0035169074677803207,cross_entropy,3,AdamW,COMPLETE
9,9,0.6368088204346435,2024-01-22 04:08:58.948398,2024-01-22 04:15:09.366871,0 days 00:06:10.418473,8,0.4,3.0,bert-base-uncased,,cnn,,0.004406121113137941,cross_entropy,8,SGD,PRUNED
