,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-22 04:15:13.920011,2024-01-22 04:19:56.692098,0 days 00:04:42.772087,8,0.1,,,vinai/bertweet-base,mlp,5.0,0.009165111728591566,focal,12,Adam,COMPLETE
1,1,0.24328722538649308,2024-01-22 04:19:56.745189,2024-01-22 04:25:49.401277,0 days 00:05:52.656088,8,0.1,,,xlm-roberta-base,mlp,4.0,0.001089577464174851,focal,8,Adam,COMPLETE
2,2,0.24328722538649308,2024-01-22 04:25:49.424061,2024-01-22 04:29:41.111023,0 days 00:03:51.686962,8,0.5,,,roberta-base,mlp,,0.006309707655605841,cross_entropy,11,SGD,COMPLETE
3,3,0.3369792801584068,2024-01-22 04:29:41.132138,2024-01-22 04:36:06.117796,0 days 00:06:24.985658,4,0.4,,,bert-base-uncased,mlp,,0.0009049200236171919,cross_entropy,4,SGD,COMPLETE
4,4,0.24328722538649308,2024-01-22 04:36:06.154934,2024-01-22 04:42:20.393782,0 days 00:06:14.238848,4,0.2,,,vinai/bertweet-base,mlp,5.0,0.0010882865684345632,focal,5,Adam,COMPLETE
5,5,0.25420404103892236,2024-01-22 04:42:20.416561,2024-01-22 04:46:50.064699,0 days 00:04:29.648138,8,0.1,5.0,vinai/bertweet-base,,cnn,4.0,0.001973567792854704,focal,2,SGD,COMPLETE
6,6,0.24328722538649308,2024-01-22 04:46:50.086704,2024-01-22 04:54:59.424213,0 days 00:08:09.337509,4,0.30000000000000004,,,microsoft/deberta-base,mlp,4.0,0.002412998456269867,focal,3,SGD,COMPLETE
7,7,0.24328722538649308,2024-01-22 04:54:59.447934,2024-01-22 05:00:39.498331,0 days 00:05:40.050397,4,0.30000000000000004,2.0,bert-base-uncased,,cnn,3.0,0.0026007547592983384,focal,7,RMSprop,COMPLETE
8,8,0.688439364597067,2024-01-22 05:00:39.521718,2024-01-22 05:18:53.139032,0 days 00:18:13.617314,4,0.5,,,bert-base-uncased,mlp,4.0,0.007403452631911606,focal,15,SGD,COMPLETE
9,9,0.24328722538649308,2024-01-22 05:18:53.171562,2024-01-22 05:23:34.426413,0 days 00:04:41.254851,8,0.1,,,vinai/bertweet-base,mlp,3.0,0.007354601877016208,focal,15,Adam,COMPLETE
