,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.7007098553049049,2024-01-22 00:46:30.034282,2024-01-22 01:03:35.897798,0 days 00:17:05.863516,8,0.5,,,xlm-roberta-base,mlp,,0.009775350710108485,cross_entropy,11,SGD,COMPLETE
1,1,0.24328722538649308,2024-01-22 01:03:35.922465,2024-01-22 01:09:42.176002,0 days 00:06:06.253537,4,0.1,,,roberta-base,mlp,4.0,0.008312037222174445,focal,11,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-22 01:09:42.197571,2024-01-22 01:15:05.167652,0 days 00:05:22.970081,4,0.30000000000000004,,,roberta-base,mlp,,0.005051124882168482,cross_entropy,8,RMSprop,COMPLETE
3,3,0.24328722538649308,2024-01-22 01:15:05.213589,2024-01-22 01:21:17.932368,0 days 00:06:12.718779,8,0.1,,,microsoft/deberta-base,mlp,,0.003322840709732526,cross_entropy,7,Adam,COMPLETE
4,4,0.24328722538649308,2024-01-22 01:21:17.953340,2024-01-22 01:27:26.137724,0 days 00:06:08.184384,4,0.2,4.0,roberta-base,,cnn,1.0,0.007720094742178203,focal,4,RMSprop,COMPLETE
5,5,0.5136819951831094,2024-01-22 01:27:26.159283,2024-01-22 01:32:13.902762,0 days 00:04:47.743479,8,0.5,1.0,roberta-base,,cnn,5.0,0.007606527814441428,focal,3,AdamW,COMPLETE
6,6,0.24328722538649308,2024-01-22 01:32:13.925485,2024-01-22 01:38:04.137971,0 days 00:05:50.212486,8,0.30000000000000004,,,microsoft/deberta-base,mlp,2.0,0.001971185716524306,focal,9,RMSprop,COMPLETE
7,7,0.24328722538649308,2024-01-22 01:38:04.159841,2024-01-22 01:47:09.588606,0 days 00:09:05.428765,4,0.1,4.0,xlm-roberta-base,,cnn,4.0,0.007349116167149471,focal,6,Adam,COMPLETE
8,8,0.6588942551301971,2024-01-22 01:47:09.630492,2024-01-22 01:54:28.549395,0 days 00:07:18.918903,4,0.5,2.0,roberta-base,,cnn,1.0,0.005543811067674006,focal,8,SGD,PRUNED
9,9,0.6070104786909201,2024-01-22 01:54:28.649942,2024-01-22 02:00:31.523695,0 days 00:06:02.873753,8,0.2,1.0,roberta-base,,cnn,,0.006082301458525395,cross_entropy,11,SGD,PRUNED
