,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-21 21:47:07.694217,2024-01-21 21:52:45.858763,0 days 00:05:38.164546,4,0.30000000000000004,2.0,roberta-base,,cnn,2.0,0.0008915172356525494,focal,10,RMSprop,COMPLETE
1,1,0.6960805171296539,2024-01-21 21:52:45.905159,2024-01-21 22:16:18.964059,0 days 00:23:33.058900,4,0.5,3.0,xlm-roberta-base,,cnn,2.0,0.009760389633090642,focal,12,SGD,COMPLETE
2,2,0.5030873888016745,2024-01-21 22:16:19.018371,2024-01-21 22:21:12.974449,0 days 00:04:53.956078,8,0.5,1.0,vinai/bertweet-base,,cnn,3.0,0.007774070985064219,focal,13,AdamW,COMPLETE
3,3,0.24328722538649308,2024-01-21 22:21:12.996053,2024-01-21 22:29:58.547103,0 days 00:08:45.551050,4,0.30000000000000004,,,xlm-roberta-base,mlp,,0.008938860790301314,cross_entropy,7,AdamW,COMPLETE
4,4,0.24328722538649308,2024-01-21 22:29:58.582813,2024-01-21 22:39:02.857249,0 days 00:09:04.274436,4,0.2,1.0,xlm-roberta-base,,cnn,3.0,0.005822558114922529,focal,12,AdamW,COMPLETE
5,5,0.6251760737142303,2024-01-21 22:39:02.899533,2024-01-21 22:46:41.618321,0 days 00:07:38.718788,4,0.4,2.0,vinai/bertweet-base,,cnn,2.0,0.00796552406783763,focal,5,SGD,PRUNED
6,6,0.6686169867520902,2024-01-21 22:46:41.667342,2024-01-21 22:53:44.257457,0 days 00:07:02.590115,4,0.1,,,vinai/bertweet-base,mlp,4.0,0.008317178898960638,focal,15,SGD,PRUNED
7,7,0.24328722538649308,2024-01-21 22:53:44.315778,2024-01-21 23:00:22.254869,0 days 00:06:37.939091,4,0.4,3.0,roberta-base,,cnn,1.0,0.005196057639734895,focal,9,AdamW,COMPLETE
8,8,0.24328722538649308,2024-01-21 23:00:22.290522,2024-01-21 23:05:04.651214,0 days 00:04:42.360692,8,0.2,2.0,bert-base-uncased,,cnn,4.0,0.006807364363354068,focal,4,Adam,COMPLETE
9,9,0.24328722538649308,2024-01-21 23:05:04.672275,2024-01-21 23:11:24.645401,0 days 00:06:19.973126,4,0.30000000000000004,5.0,vinai/bertweet-base,,cnn,1.0,0.0006904706279184423,focal,12,RMSprop,COMPLETE
