,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-21 20:54:48.381169,2024-01-21 21:00:02.054266,0 days 00:05:13.673097,8,0.5,,,xlm-roberta-base,mlp,1.0,0.0071076962469423756,focal,4,RMSprop,COMPLETE
1,1,0.5136819951831094,2024-01-21 21:00:02.098941,2024-01-21 21:09:41.355755,0 days 00:09:39.256814,8,0.5,5.0,xlm-roberta-base,,cnn,3.0,0.0015444322325485111,focal,8,Adam,COMPLETE
2,2,0.24328722538649308,2024-01-21 21:09:41.378360,2024-01-21 21:13:49.760097,0 days 00:04:08.381737,8,0.5,,,bert-base-uncased,mlp,,0.005785834670791267,cross_entropy,15,RMSprop,COMPLETE
3,3,0.24328722538649308,2024-01-21 21:13:49.794929,2024-01-21 21:19:15.247777,0 days 00:05:25.452848,4,0.1,,,vinai/bertweet-base,mlp,,0.007719498228304898,cross_entropy,6,RMSprop,COMPLETE
4,4,0.24328722538649308,2024-01-21 21:19:15.268807,2024-01-21 21:24:16.770777,0 days 00:05:01.501970,8,0.5,4.0,roberta-base,,cnn,4.0,0.003005199100158248,focal,15,Adam,COMPLETE
5,5,0.1644144144144144,2024-01-21 21:24:16.792956,2024-01-21 21:26:32.592308,0 days 00:02:15.799352,8,0.4,,,bert-base-uncased,mlp,4.0,0.004931420515626102,focal,11,Adam,PRUNED
6,6,0.1644144144144144,2024-01-21 21:26:32.666795,2024-01-21 21:29:10.905349,0 days 00:02:38.238554,4,0.2,,,bert-base-uncased,mlp,,0.006997634112232064,cross_entropy,14,RMSprop,PRUNED
7,7,0.24328722538649308,2024-01-21 21:29:10.955427,2024-01-21 21:39:58.767487,0 days 00:10:47.812060,4,0.2,,,microsoft/deberta-base,mlp,4.0,0.0009336385715949783,focal,8,AdamW,COMPLETE
8,8,0.24328722538649308,2024-01-21 21:39:58.789088,2024-01-21 21:44:29.793553,0 days 00:04:31.004465,8,0.30000000000000004,,,bert-base-uncased,mlp,5.0,0.007120419027672256,focal,14,AdamW,COMPLETE
9,9,0.10681557953080788,2024-01-21 21:44:29.836452,2024-01-21 21:47:03.358422,0 days 00:02:33.521970,4,0.5,3.0,vinai/bertweet-base,,cnn,,0.0002990673340407456,cross_entropy,4,SGD,PRUNED
