,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-22 08:12:01.525842,2024-01-22 08:16:25.975226,0 days 00:04:24.449384,8,0.30000000000000004,1.0,xlm-roberta-base,,cnn,,0.005198117361553726,cross_entropy,8,SGD,COMPLETE
1,1,0.651686272911303,2024-01-22 08:16:25.998516,2024-01-22 08:38:11.133827,0 days 00:21:45.135311,4,0.30000000000000004,5.0,bert-base-uncased,,cnn,5.0,0.0008673317786739495,focal,3,SGD,COMPLETE
2,2,0.24328722538649308,2024-01-22 08:38:11.173554,2024-01-22 08:42:48.820342,0 days 00:04:37.646788,8,0.2,,,vinai/bertweet-base,mlp,,0.009642451562063592,cross_entropy,12,Adam,COMPLETE
3,3,0.24328722538649308,2024-01-22 08:42:48.841912,2024-01-22 08:50:35.627547,0 days 00:07:46.785635,8,0.30000000000000004,5.0,roberta-base,,cnn,,0.0069588980195423025,cross_entropy,15,AdamW,COMPLETE
4,4,0.3551211471911211,2024-01-22 08:50:35.648975,2024-01-22 08:54:46.305911,0 days 00:04:10.656936,8,0.1,3.0,vinai/bertweet-base,,cnn,1.0,0.001605228467738191,focal,4,SGD,COMPLETE
5,5,0.24328722538649308,2024-01-22 08:54:46.332951,2024-01-22 09:01:38.583370,0 days 00:06:52.250419,4,0.5,3.0,vinai/bertweet-base,,cnn,5.0,0.005370863305922421,focal,5,AdamW,COMPLETE
6,6,0.24328722538649308,2024-01-22 09:01:38.613822,2024-01-22 09:07:32.188406,0 days 00:05:53.574584,4,0.2,2.0,roberta-base,,cnn,5.0,0.0010961061999997623,focal,15,RMSprop,COMPLETE
7,7,0.24328722538649308,2024-01-22 09:07:32.209607,2024-01-22 09:13:44.147786,0 days 00:06:11.938179,8,0.4,3.0,xlm-roberta-base,,cnn,5.0,0.004658452853294909,focal,10,Adam,COMPLETE
8,8,0.24328722538649308,2024-01-22 09:13:44.169088,2024-01-22 09:18:28.964580,0 days 00:04:44.795492,4,0.2,,,roberta-base,mlp,2.0,0.0011273255725777567,focal,11,SGD,COMPLETE
9,9,0.24328722538649308,2024-01-22 09:18:28.986302,2024-01-22 09:28:25.237966,0 days 00:09:56.251664,4,0.2,,,microsoft/deberta-base,mlp,4.0,0.0009004354280476671,focal,10,AdamW,COMPLETE
