,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-25 05:28:07.356246,2024-01-25 05:32:38.253968,0 days 00:04:30.897722,8,0.2,,,bert-base-uncased,mlp,4.0,0.006826044615620152,focal,2,AdamW,COMPLETE
1,1,0.24328722538649308,2024-01-25 05:32:38.297858,2024-01-25 05:37:17.823879,0 days 00:04:39.526021,8,0.2,,,vinai/bertweet-base,mlp,4.0,0.00579478430956476,focal,14,Adam,COMPLETE
2,2,0.24328722538649308,2024-01-25 05:37:17.845896,2024-01-25 05:41:53.332291,0 days 00:04:35.486395,8,0.2,,,roberta-base,mlp,4.0,0.009359435879782902,focal,14,Adam,COMPLETE
3,3,0.24328722538649308,2024-01-25 05:41:53.358778,2024-01-25 05:48:17.526908,0 days 00:06:24.168130,4,0.30000000000000004,,,vinai/bertweet-base,mlp,,0.009165476995945394,cross_entropy,13,AdamW,COMPLETE
4,4,0.6676836870938088,2024-01-25 05:48:17.579695,2024-01-25 06:06:30.181982,0 days 00:18:12.602287,4,0.4,,,bert-base-uncased,mlp,3.0,0.004209855031012722,focal,9,SGD,COMPLETE
5,5,0.3946939544700738,2024-01-25 06:06:30.222267,2024-01-25 06:15:20.690960,0 days 00:08:50.468693,4,0.5,5.0,xlm-roberta-base,,cnn,,2.92575226928281e-05,cross_entropy,7,SGD,COMPLETE
6,6,0.24328722538649308,2024-01-25 06:15:20.721665,2024-01-25 06:20:13.757337,0 days 00:04:53.035672,8,0.4,5.0,roberta-base,,cnn,4.0,0.005814277183081778,focal,7,RMSprop,COMPLETE
7,7,0.24328722538649308,2024-01-25 06:20:13.778948,2024-01-25 06:27:20.289468,0 days 00:07:06.510520,4,0.5,5.0,roberta-base,,cnn,2.0,0.0009153430328645218,focal,12,AdamW,COMPLETE
8,8,0.24328722538649308,2024-01-25 06:27:20.310465,2024-01-25 06:33:41.347053,0 days 00:06:21.036588,8,0.30000000000000004,3.0,xlm-roberta-base,,cnn,,0.004394171596067321,cross_entropy,8,AdamW,COMPLETE
9,9,0.24328722538649308,2024-01-25 06:33:41.374207,2024-01-25 06:40:09.170369,0 days 00:06:27.796162,4,0.4,,,vinai/bertweet-base,mlp,1.0,0.008993962600923288,focal,14,AdamW,COMPLETE
10,10,0.6178519238320701,2024-01-25 06:40:09.193099,2024-01-25 06:48:58.354146,0 days 00:08:49.161047,4,0.1,,,bert-base-uncased,mlp,,0.0027310781716017142,cross_entropy,4,SGD,PRUNED
11,11,0.1644144144144144,2024-01-25 06:48:58.431875,2024-01-25 06:51:45.045173,0 days 00:02:46.613298,4,0.5,1.0,xlm-roberta-base,,cnn,,0.0002441157080966891,cross_entropy,10,SGD,PRUNED
12,12,0.6320594116529603,2024-01-25 06:51:45.376686,2024-01-25 07:01:55.189517,0 days 00:10:09.812831,4,0.4,3.0,bert-base-uncased,,cnn,,0.002778184332845757,cross_entropy,5,SGD,PRUNED
13,13,0.6305729224439153,2024-01-25 07:01:55.228292,2024-01-25 07:12:32.586139,0 days 00:10:37.357847,4,0.5,4.0,vinai/bertweet-base,,cnn,,0.002194882723487432,cross_entropy,10,SGD,PRUNED
14,14,0.24328722538649308,2024-01-25 07:12:32.712287,2024-01-25 07:17:54.718201,0 days 00:05:22.005914,4,0.4,,,xlm-roberta-base,mlp,2.0,0.004275889911207103,focal,6,SGD,COMPLETE
15,15,0.24328722538649308,2024-01-25 07:17:54.759718,2024-01-25 07:25:12.687167,0 days 00:07:17.927449,4,0.5,1.0,xlm-roberta-base,,cnn,,0.007329520638091636,cross_entropy,10,RMSprop,COMPLETE
16,16,0.24328722538649308,2024-01-25 07:25:12.709451,2024-01-25 07:34:22.880198,0 days 00:09:10.170747,4,0.4,,,microsoft/deberta-base,mlp,5.0,0.0008984573564548345,focal,8,SGD,COMPLETE
17,17,0.6990596519153267,2024-01-25 07:34:22.902420,2024-01-25 07:55:37.226391,0 days 00:21:14.323971,4,0.5,4.0,bert-base-uncased,,cnn,,0.003464400773221003,cross_entropy,11,SGD,COMPLETE
18,18,0.6955778420984222,2024-01-25 07:55:37.254689,2024-01-25 08:13:43.937822,0 days 00:18:06.683133,4,0.30000000000000004,,,bert-base-uncased,mlp,,0.0035173070744492596,cross_entropy,11,SGD,COMPLETE
19,19,0.1644144144144144,2024-01-25 08:13:43.960336,2024-01-25 08:16:53.180743,0 days 00:03:09.220407,4,0.1,2.0,bert-base-uncased,,cnn,,0.0033363036805973117,cross_entropy,12,Adam,PRUNED
20,20,0.1644144144144144,2024-01-25 08:16:53.226426,2024-01-25 08:19:52.972048,0 days 00:02:59.745622,4,0.30000000000000004,4.0,bert-base-uncased,,cnn,,0.0017063507849961026,cross_entropy,12,RMSprop,PRUNED
21,21,0.6565735706792523,2024-01-25 08:19:53.039436,2024-01-25 08:28:55.632193,0 days 00:09:02.592757,4,0.4,,,bert-base-uncased,mlp,,0.003808600324093854,cross_entropy,10,SGD,PRUNED
22,22,0.7037435822311512,2024-01-25 08:28:55.673047,2024-01-25 08:47:19.371880,0 days 00:18:23.698833,4,0.30000000000000004,,,bert-base-uncased,mlp,,0.0052040034287771705,cross_entropy,11,SGD,COMPLETE
23,23,0.6990030703717851,2024-01-25 08:47:19.393961,2024-01-25 09:05:44.304911,0 days 00:18:24.910950,4,0.2,,,bert-base-uncased,mlp,,0.005243341477818285,cross_entropy,12,SGD,COMPLETE
24,24,0.24328722538649308,2024-01-25 09:05:44.350428,2024-01-25 09:11:03.017149,0 days 00:05:18.666721,4,0.2,,,xlm-roberta-base,mlp,,0.005247192941225245,cross_entropy,11,SGD,COMPLETE
25,25,0.6483154512847444,2024-01-25 09:11:03.043182,2024-01-25 09:22:22.873051,0 days 00:11:19.829869,4,0.1,,,roberta-base,mlp,,0.006970357650629965,cross_entropy,15,SGD,PRUNED
26,26,0.24259712034773162,2024-01-25 09:22:22.901387,2024-01-25 09:25:04.274971,0 days 00:02:41.373584,8,0.2,,,microsoft/deberta-base,mlp,,0.004972661257202434,cross_entropy,13,SGD,PRUNED
27,27,0.7007368793684937,2024-01-25 09:25:04.322616,2024-01-25 09:43:24.351524,0 days 00:18:20.028908,4,0.2,,,bert-base-uncased,mlp,,0.006296204820533022,cross_entropy,11,SGD,COMPLETE
28,28,0.1644144144144144,2024-01-25 09:43:24.384467,2024-01-25 09:46:50.012166,0 days 00:03:25.627699,4,0.1,4.0,vinai/bertweet-base,,cnn,,0.00803873636584525,cross_entropy,9,Adam,PRUNED
29,29,0.24328722538649308,2024-01-25 09:46:50.046850,2024-01-25 09:50:57.987424,0 days 00:04:07.940574,8,0.30000000000000004,,,bert-base-uncased,mlp,,0.00627243455367699,cross_entropy,2,RMSprop,COMPLETE
30,30,0.6901745405143558,2024-01-25 09:50:58.010557,2024-01-25 10:02:34.331781,0 days 00:11:36.321224,4,0.2,,,bert-base-uncased,mlp,,0.00655069062977747,cross_entropy,11,SGD,PRUNED
31,31,0.6867869879052967,2024-01-25 10:02:34.366712,2024-01-25 10:11:29.296604,0 days 00:08:54.929892,4,0.2,,,bert-base-uncased,mlp,,0.008045054786969858,cross_entropy,13,SGD,PRUNED
32,32,0.6574662882654221,2024-01-25 10:11:29.340531,2024-01-25 10:20:31.345022,0 days 00:09:02.004491,4,0.2,,,bert-base-uncased,mlp,,0.005112289143739196,cross_entropy,11,SGD,PRUNED
33,33,0.6773210264994742,2024-01-25 10:20:31.405825,2024-01-25 10:29:19.769563,0 days 00:08:48.363738,4,0.2,,,bert-base-uncased,mlp,,0.005781031736784666,cross_entropy,12,SGD,PRUNED
34,34,0.1644144144144144,2024-01-25 10:29:19.809886,2024-01-25 10:31:33.417473,0 days 00:02:13.607587,8,0.30000000000000004,,,bert-base-uncased,mlp,,0.004787367396020951,cross_entropy,15,Adam,PRUNED
35,35,0.24328722538649308,2024-01-25 10:31:33.460848,2024-01-25 10:40:52.261364,0 days 00:09:18.800516,4,0.2,,,microsoft/deberta-base,mlp,,0.005765709685690682,cross_entropy,13,SGD,COMPLETE
36,36,0.586361795300092,2024-01-25 10:40:52.282394,2024-01-25 10:48:47.528136,0 days 00:07:55.245742,4,0.1,,,xlm-roberta-base,mlp,,0.0074984054507250975,cross_entropy,9,SGD,PRUNED
37,37,0.24328722538649308,2024-01-25 10:48:47.823093,2024-01-25 10:53:26.945656,0 days 00:04:39.122563,8,0.30000000000000004,,,roberta-base,mlp,,0.006313750130567218,cross_entropy,11,AdamW,COMPLETE
38,38,0.24328722538649308,2024-01-25 10:53:26.984205,2024-01-25 10:59:17.015565,0 days 00:05:50.031360,4,0.2,,,bert-base-uncased,mlp,,0.003934291714670976,cross_entropy,14,Adam,COMPLETE
39,39,0.6170198860633287,2024-01-25 10:59:17.063172,2024-01-25 11:06:42.712442,0 days 00:07:25.649270,4,0.1,2.0,bert-base-uncased,,cnn,1.0,0.004514282276488102,focal,12,SGD,PRUNED
