,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-24 18:56:51.525543,2024-01-24 19:04:04.675101,0 days 00:07:13.149558,8,0.5,3.0,bert-base-uncased,,cnn,,0.0034303133407282203,cross_entropy,15,AdamW,COMPLETE
1,1,0.7045613304514653,2024-01-24 19:04:04.699108,2024-01-24 19:20:20.224137,0 days 00:16:15.525029,8,0.30000000000000004,1.0,roberta-base,,cnn,,0.004947993980135791,cross_entropy,10,SGD,COMPLETE
2,2,0.24328722538649308,2024-01-24 19:20:20.266701,2024-01-24 19:31:06.527480,0 days 00:10:46.260779,4,0.5,,,microsoft/deberta-base,mlp,4.0,0.009891380348720879,focal,15,AdamW,COMPLETE
3,3,0.24328722538649308,2024-01-24 19:31:06.550734,2024-01-24 19:37:19.353705,0 days 00:06:12.802971,4,0.2,,,roberta-base,mlp,1.0,0.00974702832360465,focal,15,Adam,COMPLETE
4,4,0.24328722538649308,2024-01-24 19:37:19.390355,2024-01-24 19:42:01.229945,0 days 00:04:41.839590,8,0.1,1.0,bert-base-uncased,,cnn,4.0,0.00847831066561789,focal,6,AdamW,COMPLETE
5,5,0.24328722538649308,2024-01-24 19:42:01.258358,2024-01-24 19:47:39.219565,0 days 00:05:37.961207,4,0.30000000000000004,1.0,bert-base-uncased,,cnn,5.0,0.0026326411667406692,focal,2,RMSprop,COMPLETE
6,6,0.1644144144144144,2024-01-24 19:47:39.241513,2024-01-24 19:49:50.616805,0 days 00:02:11.375292,8,0.30000000000000004,,,vinai/bertweet-base,mlp,,0.0031639905741654675,cross_entropy,6,RMSprop,PRUNED
7,7,0.1644144144144144,2024-01-24 19:49:50.674334,2024-01-24 19:52:03.255492,0 days 00:02:12.581158,8,0.5,1.0,roberta-base,,cnn,,0.0037833537738355114,cross_entropy,15,RMSprop,PRUNED
8,8,0.24328722538649308,2024-01-24 19:52:03.362089,2024-01-24 20:00:04.086905,0 days 00:08:00.724816,4,0.1,5.0,xlm-roberta-base,,cnn,4.0,0.00877106859957513,focal,15,RMSprop,COMPLETE
9,9,0.5102033876403157,2024-01-24 20:00:04.111538,2024-01-24 20:04:51.214694,0 days 00:04:47.103156,8,0.1,,,vinai/bertweet-base,mlp,5.0,0.0031603981336019143,focal,6,AdamW,COMPLETE
10,10,0.4001518573490673,2024-01-24 20:04:51.241636,2024-01-24 20:09:03.206242,0 days 00:04:11.964606,8,0.4,3.0,roberta-base,,cnn,,0.00015666787091548912,cross_entropy,11,SGD,COMPLETE
11,11,0.6798660072257884,2024-01-24 20:09:03.228550,2024-01-24 20:16:44.904796,0 days 00:07:41.676246,8,0.2,,,bert-base-uncased,mlp,,0.006199279203117347,cross_entropy,10,SGD,PRUNED
12,12,0.24328722538649308,2024-01-24 20:16:44.969137,2024-01-24 20:20:40.983324,0 days 00:03:56.014187,8,0.2,,,vinai/bertweet-base,mlp,2.0,0.005754223367155937,focal,7,SGD,COMPLETE
13,13,0.6771380428108354,2024-01-24 20:20:41.005262,2024-01-24 20:26:50.723321,0 days 00:06:09.718059,8,0.4,,,xlm-roberta-base,mlp,,0.0008482560751900793,cross_entropy,3,Adam,COMPLETE
