,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.6931516368036608,2024-01-23 07:22:47.789238,2024-01-23 07:42:27.666694,0 days 00:19:39.877456,4,0.1,1.0,vinai/bertweet-base,,cnn,1.0,0.0037474447752755915,focal,11,SGD,COMPLETE
1,1,0.24328722538649308,2024-01-23 07:42:27.741707,2024-01-23 07:55:30.722480,0 days 00:13:02.980773,4,0.5,,,xlm-roberta-base,mlp,,0.005013915210147775,cross_entropy,4,AdamW,COMPLETE
2,2,0.3164382509885216,2024-01-23 07:55:30.749888,2024-01-23 08:00:16.855591,0 days 00:04:46.105703,4,0.1,,,bert-base-uncased,mlp,1.0,0.0016190825317432113,focal,2,SGD,COMPLETE
3,3,0.24328722538649308,2024-01-23 08:00:16.883712,2024-01-23 08:09:10.743047,0 days 00:08:53.859335,4,0.4,1.0,xlm-roberta-base,,cnn,,0.003028224091209054,cross_entropy,12,AdamW,COMPLETE
4,4,0.24328722538649308,2024-01-23 08:09:10.772430,2024-01-23 08:18:51.919145,0 days 00:09:41.146715,4,0.1,1.0,vinai/bertweet-base,,cnn,,0.005523264896203004,cross_entropy,3,AdamW,COMPLETE
5,5,0.24328722538649308,2024-01-23 08:18:51.941726,2024-01-23 08:25:08.155565,0 days 00:06:16.213839,4,0.30000000000000004,,,vinai/bertweet-base,mlp,1.0,0.004758300087460827,focal,4,Adam,COMPLETE
6,6,0.6507148412191563,2024-01-23 08:25:08.177487,2024-01-23 08:29:23.314812,0 days 00:04:15.137325,8,0.5,,,roberta-base,mlp,,0.0020343326465332807,cross_entropy,4,RMSprop,COMPLETE
7,7,0.1644144144144144,2024-01-23 08:29:23.356302,2024-01-23 08:31:48.988533,0 days 00:02:25.632231,8,0.5,1.0,roberta-base,,cnn,,0.006455246881368151,cross_entropy,15,AdamW,PRUNED
8,8,0.24328722538649308,2024-01-23 08:31:49.036195,2024-01-23 08:37:19.588343,0 days 00:05:30.552148,8,0.2,,,microsoft/deberta-base,mlp,5.0,0.002409108097104126,focal,8,SGD,COMPLETE
9,9,0.24311490978157643,2024-01-23 08:37:19.609827,2024-01-23 08:40:05.181850,0 days 00:02:45.572023,8,0.30000000000000004,,,microsoft/deberta-base,mlp,1.0,0.0016667403721871048,focal,9,SGD,PRUNED
