,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.6921919767050099,2024-01-23 06:02:09.626653,2024-01-23 06:22:49.900495,0 days 00:20:40.273842,4,0.1,,,xlm-roberta-base,mlp,,0.007279135931025625,cross_entropy,5,SGD,COMPLETE
1,1,0.24328722538649308,2024-01-23 06:22:49.944990,2024-01-23 06:28:57.348265,0 days 00:06:07.403275,4,0.2,,,roberta-base,mlp,,0.0026577387124957154,cross_entropy,12,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-23 06:28:57.376042,2024-01-23 06:34:03.781660,0 days 00:05:06.405618,8,0.5,3.0,vinai/bertweet-base,,cnn,4.0,0.0016976151996049914,focal,13,AdamW,COMPLETE
3,3,0.24328722538649308,2024-01-23 06:34:03.803316,2024-01-23 06:38:43.253815,0 days 00:04:39.450499,4,0.30000000000000004,,,vinai/bertweet-base,mlp,,0.0014836408575502591,cross_entropy,8,SGD,COMPLETE
4,4,0.7018081361039913,2024-01-23 06:38:43.274810,2024-01-23 06:56:47.648827,0 days 00:18:04.374017,8,0.1,1.0,vinai/bertweet-base,,cnn,1.0,0.00038440030579683183,focal,2,RMSprop,COMPLETE
5,5,0.6429753916042364,2024-01-23 06:56:47.676216,2024-01-23 07:05:59.843573,0 days 00:09:12.167357,4,0.2,5.0,xlm-roberta-base,,cnn,,0.0022408979678708585,cross_entropy,12,SGD,PRUNED
6,6,0.24328722538649308,2024-01-23 07:06:00.178092,2024-01-23 07:10:48.756254,0 days 00:04:48.578162,8,0.4,,,vinai/bertweet-base,mlp,2.0,0.007046597225552844,focal,7,AdamW,COMPLETE
7,7,0.24328722538649308,2024-01-23 07:10:48.777163,2024-01-23 07:15:46.447463,0 days 00:04:57.670300,8,0.5,2.0,roberta-base,,cnn,1.0,0.00433292733779467,focal,15,AdamW,COMPLETE
8,8,0.24328722538649308,2024-01-23 07:15:46.485088,2024-01-23 07:20:14.551915,0 days 00:04:28.066827,8,0.5,1.0,vinai/bertweet-base,,cnn,,0.008143012892575303,cross_entropy,4,RMSprop,COMPLETE
9,9,0.1644144144144144,2024-01-23 07:20:14.573914,2024-01-23 07:22:43.148556,0 days 00:02:28.574642,8,0.1,5.0,roberta-base,,cnn,,0.0074864658261716704,cross_entropy,2,RMSprop,PRUNED
