,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-23 11:17:52.519866,2024-01-23 11:27:35.534754,0 days 00:09:43.014888,4,0.2,5.0,xlm-roberta-base,,cnn,3.0,0.008678238542281301,focal,10,AdamW,COMPLETE
1,1,0.24328722538649308,2024-01-23 11:27:35.566626,2024-01-23 11:32:45.339300,0 days 00:05:09.772674,4,0.5,1.0,bert-base-uncased,,cnn,,0.008108791993711712,cross_entropy,9,RMSprop,COMPLETE
2,2,0.24328722538649308,2024-01-23 11:32:45.371712,2024-01-23 11:37:50.648768,0 days 00:05:05.277056,4,0.1,,,bert-base-uncased,mlp,4.0,0.0013919988840112158,focal,15,RMSprop,COMPLETE
3,3,0.24328722538649308,2024-01-23 11:37:50.674761,2024-01-23 11:42:33.035997,0 days 00:04:42.361236,8,0.5,,,roberta-base,mlp,5.0,0.008781641712121223,focal,7,AdamW,COMPLETE
4,4,0.7054891877151124,2024-01-23 11:42:33.057634,2024-01-23 12:04:17.440909,0 days 00:21:44.383275,8,0.5,2.0,xlm-roberta-base,,cnn,,0.00021533017253847568,cross_entropy,2,RMSprop,COMPLETE
5,5,0.24328722538649308,2024-01-23 12:04:17.464087,2024-01-23 12:10:28.687674,0 days 00:06:11.223587,4,0.30000000000000004,,,roberta-base,mlp,5.0,0.008451641429298044,focal,11,AdamW,COMPLETE
6,6,0.24328722538649308,2024-01-23 12:10:28.709108,2024-01-23 12:16:49.819885,0 days 00:06:21.110777,4,0.2,1.0,vinai/bertweet-base,,cnn,,0.006119264252428841,cross_entropy,10,Adam,COMPLETE
7,7,0.5120095956819432,2024-01-23 12:16:49.842393,2024-01-23 12:21:00.270659,0 days 00:04:10.428266,8,0.1,,,bert-base-uncased,mlp,5.0,0.0017564049799085597,focal,6,RMSprop,COMPLETE
8,8,0.5136819951831094,2024-01-23 12:21:00.296437,2024-01-23 12:25:40.363071,0 days 00:04:40.066634,8,0.4,,,vinai/bertweet-base,mlp,1.0,0.004274039325439093,focal,4,Adam,COMPLETE
9,9,0.6816981402339084,2024-01-23 12:25:40.390822,2024-01-23 12:33:37.191555,0 days 00:07:56.800733,4,0.1,4.0,vinai/bertweet-base,,cnn,,0.007245378020337542,cross_entropy,9,SGD,PRUNED
