,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-23 15:09:58.589080,2024-01-23 15:18:30.606322,0 days 00:08:32.017242,4,0.1,1.0,vinai/bertweet-base,,cnn,,0.00323611944944723,cross_entropy,3,RMSprop,COMPLETE
1,1,0.24328722538649308,2024-01-23 15:18:30.650186,2024-01-23 15:24:35.540403,0 days 00:06:04.890217,8,0.5,,,xlm-roberta-base,mlp,1.0,0.009555942288437197,focal,11,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-23 15:24:35.584545,2024-01-23 15:30:37.134671,0 days 00:06:01.550126,4,0.30000000000000004,,,roberta-base,mlp,,0.005717091711077686,cross_entropy,12,Adam,COMPLETE
3,3,0.24328722538649308,2024-01-23 15:30:37.157178,2024-01-23 15:36:12.091389,0 days 00:05:34.934211,4,0.1,1.0,roberta-base,,cnn,,0.008702039900632123,cross_entropy,4,RMSprop,COMPLETE
4,4,0.24328722538649308,2024-01-23 15:36:12.117947,2024-01-23 15:40:38.665203,0 days 00:04:26.547256,8,0.30000000000000004,1.0,vinai/bertweet-base,,cnn,,0.00570200848248182,cross_entropy,3,RMSprop,COMPLETE
5,5,0.24328722538649308,2024-01-23 15:40:38.690983,2024-01-23 15:45:52.857874,0 days 00:05:14.166891,8,0.4,,,xlm-roberta-base,mlp,1.0,0.002272138645553057,focal,10,RMSprop,COMPLETE
6,6,0.1644144144144144,2024-01-23 15:45:52.892331,2024-01-23 15:48:05.299662,0 days 00:02:12.407331,8,0.4,,,roberta-base,mlp,,0.004361885149774973,cross_entropy,11,RMSprop,PRUNED
7,7,0.3318665363434558,2024-01-23 15:48:05.374485,2024-01-23 15:52:55.810627,0 days 00:04:50.436142,8,0.1,5.0,xlm-roberta-base,,cnn,1.0,0.00023337294219308104,focal,12,SGD,COMPLETE
8,8,0.698601131316099,2024-01-23 15:52:55.833025,2024-01-23 16:17:47.517906,0 days 00:24:51.684881,4,0.30000000000000004,5.0,xlm-roberta-base,,cnn,,0.0029341292087223096,cross_entropy,10,SGD,COMPLETE
9,9,0.24328722538649308,2024-01-23 16:17:47.545344,2024-01-23 16:24:16.307863,0 days 00:06:28.762519,4,0.2,3.0,bert-base-uncased,,cnn,,0.00892174977197224,cross_entropy,12,AdamW,COMPLETE
10,10,0.5762634571417595,2024-01-23 16:24:16.328561,2024-01-23 16:36:44.989945,0 days 00:12:28.661384,4,0.5,5.0,xlm-roberta-base,,cnn,5.0,0.0009962365098450362,focal,15,SGD,PRUNED
11,11,0.2800513789622672,2024-01-23 16:36:45.200290,2024-01-23 16:41:35.449219,0 days 00:04:50.248929,8,0.2,5.0,xlm-roberta-base,,cnn,3.0,0.00022937319836667072,focal,7,SGD,COMPLETE
12,12,0.6054861611431944,2024-01-23 16:41:35.471737,2024-01-23 16:53:45.381803,0 days 00:12:09.910066,4,0.2,4.0,xlm-roberta-base,,cnn,3.0,0.001875449645767505,focal,7,SGD,PRUNED
13,13,0.5934249386307912,2024-01-23 16:53:45.661998,2024-01-23 17:03:17.845888,0 days 00:09:32.183890,8,0.4,4.0,xlm-roberta-base,,cnn,2.0,0.003734030060694629,focal,15,SGD,PRUNED
14,14,0.13378032691696637,2024-01-23 17:03:18.125224,2024-01-23 17:05:42.759202,0 days 00:02:24.633978,8,0.2,4.0,xlm-roberta-base,,cnn,,8.423854929900552e-05,cross_entropy,9,SGD,PRUNED
15,15,0.24328722538649308,2024-01-23 17:05:43.092011,2024-01-23 17:12:42.575160,0 days 00:06:59.483149,4,0.1,5.0,roberta-base,,cnn,5.0,0.0068437116934318394,focal,13,Adam,COMPLETE
16,16,0.6706419993802095,2024-01-23 17:12:42.596111,2024-01-23 17:23:04.840843,0 days 00:10:22.244732,4,0.30000000000000004,3.0,bert-base-uncased,,cnn,2.0,0.0022536252450478223,focal,7,SGD,PRUNED
17,17,0.27825520596917924,2024-01-23 17:23:04.931698,2024-01-23 17:27:46.855891,0 days 00:04:41.924193,8,0.4,4.0,xlm-roberta-base,,cnn,,0.0011963409164131877,cross_entropy,13,SGD,COMPLETE
18,18,0.24328722538649308,2024-01-23 17:27:46.884586,2024-01-23 17:31:43.031920,0 days 00:03:56.147334,8,0.2,,,vinai/bertweet-base,mlp,4.0,0.0035315098421348505,focal,9,SGD,COMPLETE
19,19,0.24328722538649308,2024-01-23 17:31:43.053241,2024-01-23 17:40:51.203347,0 days 00:09:08.150106,4,0.30000000000000004,2.0,xlm-roberta-base,,cnn,,0.0074409555293461615,cross_entropy,5,AdamW,COMPLETE
