,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-23 22:38:44.795895,2024-01-23 22:44:14.271396,0 days 00:05:29.475501,4,0.2,,,roberta-base,mlp,5.0,0.0017664346670384827,focal,10,RMSprop,COMPLETE
1,1,0.24328722538649308,2024-01-23 22:44:14.294098,2024-01-23 22:53:41.434292,0 days 00:09:27.140194,4,0.2,,,vinai/bertweet-base,mlp,,0.007010225924360163,cross_entropy,12,AdamW,COMPLETE
2,2,0.24328722538649308,2024-01-23 22:53:41.455675,2024-01-23 23:00:12.708987,0 days 00:06:31.253312,8,0.5,4.0,xlm-roberta-base,,cnn,1.0,0.006240741512287821,focal,2,AdamW,COMPLETE
3,3,0.24328722538649308,2024-01-23 23:00:12.737885,2024-01-23 23:04:51.160911,0 days 00:04:38.423026,8,0.1,,,vinai/bertweet-base,mlp,,0.006542563927731554,cross_entropy,6,Adam,COMPLETE
4,4,0.6906624451343718,2024-01-23 23:04:51.182423,2024-01-23 23:22:44.770072,0 days 00:17:53.587649,8,0.5,5.0,roberta-base,,cnn,,0.0033859703345298954,cross_entropy,12,SGD,COMPLETE
5,5,0.24328722538649308,2024-01-23 23:22:44.792007,2024-01-23 23:26:54.813540,0 days 00:04:10.021533,8,0.1,,,bert-base-uncased,mlp,2.0,0.006368949738182658,focal,2,RMSprop,COMPLETE
6,6,0.24328722538649308,2024-01-23 23:26:54.834887,2024-01-23 23:33:12.799118,0 days 00:06:17.964231,8,0.30000000000000004,,,microsoft/deberta-base,mlp,,0.005585821135396703,cross_entropy,15,AdamW,COMPLETE
7,7,0.1644144144144144,2024-01-23 23:33:12.826190,2024-01-23 23:35:57.214955,0 days 00:02:44.388765,4,0.2,,,vinai/bertweet-base,mlp,,0.009854776959421946,cross_entropy,4,RMSprop,PRUNED
8,8,0.6226964912464737,2024-01-23 23:35:57.264365,2024-01-23 23:40:22.415178,0 days 00:04:25.150813,8,0.2,,,bert-base-uncased,mlp,,0.0006138712557465311,cross_entropy,9,Adam,COMPLETE
9,9,0.6603776401909678,2024-01-23 23:40:22.444832,2024-01-23 23:49:55.308952,0 days 00:09:32.864120,8,0.1,2.0,bert-base-uncased,,cnn,,0.0004728790703045497,cross_entropy,11,Adam,COMPLETE
10,10,0.6970437392629725,2024-01-23 23:49:55.340988,2024-01-24 00:12:16.998617,0 days 00:22:21.657629,4,0.5,5.0,roberta-base,,cnn,5.0,0.0030779936705226333,focal,14,SGD,COMPLETE
11,11,0.6626539348986719,2024-01-24 00:12:17.025425,2024-01-24 00:26:14.117744,0 days 00:13:57.092319,4,0.5,5.0,roberta-base,,cnn,5.0,0.0033592294380676855,focal,15,SGD,PRUNED
12,12,0.6681990769848043,2024-01-24 00:26:14.151604,2024-01-24 00:40:20.203974,0 days 00:14:06.052370,4,0.4,5.0,roberta-base,,cnn,4.0,0.0037357996309023036,focal,13,SGD,PRUNED
13,13,0.689031181648946,2024-01-24 00:40:20.256680,2024-01-24 01:01:06.439162,0 days 00:20:46.182482,4,0.4,3.0,roberta-base,,cnn,3.0,0.0033190619058511388,focal,13,SGD,PRUNED
14,14,0.6167468828259918,2024-01-24 01:01:06.490741,2024-01-24 01:12:08.900017,0 days 00:11:02.409276,8,0.4,5.0,vinai/bertweet-base,,cnn,,0.0020574772651018444,cross_entropy,7,SGD,PRUNED
15,15,0.6646347584080283,2024-01-24 01:12:09.001918,2024-01-24 01:25:38.518408,0 days 00:13:29.516490,4,0.5,4.0,roberta-base,,cnn,4.0,0.004305171191270043,focal,13,SGD,PRUNED
16,16,0.24328722538649308,2024-01-24 01:25:38.569301,2024-01-24 01:29:41.487938,0 days 00:04:02.918637,8,0.4,1.0,roberta-base,,cnn,3.0,0.002436003706416693,focal,15,SGD,COMPLETE
17,17,0.7021647596594064,2024-01-24 01:29:41.530249,2024-01-24 01:51:19.725085,0 days 00:21:38.194836,4,0.5,4.0,vinai/bertweet-base,,cnn,,0.0048089110429898625,cross_entropy,11,SGD,COMPLETE
18,18,0.7091188941476974,2024-01-24 01:51:19.746727,2024-01-24 02:12:59.210884,0 days 00:21:39.464157,4,0.30000000000000004,4.0,vinai/bertweet-base,,cnn,,0.008437059645938254,cross_entropy,8,SGD,COMPLETE
19,19,0.7096339352275786,2024-01-24 02:12:59.259761,2024-01-24 02:33:56.017360,0 days 00:20:56.757599,4,0.30000000000000004,3.0,vinai/bertweet-base,,cnn,,0.008363771840985868,cross_entropy,7,SGD,COMPLETE
