,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-24 23:19:06.055319,2024-01-24 23:25:44.901406,0 days 00:06:38.846087,8,0.5,1.0,vinai/bertweet-base,,cnn,,0.005031286165264515,cross_entropy,10,RMSprop,COMPLETE
1,1,0.6646052203034387,2024-01-24 23:25:44.930347,2024-01-24 23:42:14.001577,0 days 00:16:29.071230,8,0.2,1.0,vinai/bertweet-base,,cnn,4.0,0.00621270376946505,focal,11,SGD,COMPLETE
2,2,0.24328722538649308,2024-01-24 23:42:14.043670,2024-01-24 23:46:49.242431,0 days 00:04:35.198761,8,0.30000000000000004,3.0,roberta-base,,cnn,1.0,0.007832180269697963,focal,9,RMSprop,COMPLETE
3,3,0.24328722538649308,2024-01-24 23:46:49.280104,2024-01-24 23:51:17.346586,0 days 00:04:28.066482,8,0.30000000000000004,,,bert-base-uncased,mlp,5.0,0.0065117124014506984,focal,10,Adam,COMPLETE
4,4,0.7033942530255372,2024-01-24 23:51:17.369034,2024-01-25 00:11:30.699648,0 days 00:20:13.330614,4,0.5,2.0,bert-base-uncased,,cnn,,0.0035444378188283845,cross_entropy,13,SGD,COMPLETE
5,5,0.6573404684761609,2024-01-25 00:11:30.722099,2024-01-25 00:17:35.228718,0 days 00:06:04.506619,8,0.4,2.0,xlm-roberta-base,,cnn,2.0,0.0003064021922745918,focal,11,Adam,COMPLETE
6,6,0.24328722538649308,2024-01-25 00:17:35.252746,2024-01-25 00:22:08.639835,0 days 00:04:33.387089,8,0.5,2.0,vinai/bertweet-base,,cnn,,0.006025560050834259,cross_entropy,6,RMSprop,COMPLETE
7,7,0.1644144144144144,2024-01-25 00:22:08.668715,2024-01-25 00:25:31.977650,0 days 00:03:23.308935,8,0.1,5.0,xlm-roberta-base,,cnn,,0.0010743656516669774,cross_entropy,12,AdamW,PRUNED
8,8,0.24328722538649308,2024-01-25 00:25:32.300761,2024-01-25 00:31:41.378541,0 days 00:06:09.077780,4,0.2,,,roberta-base,mlp,,0.0031293471092642662,cross_entropy,5,AdamW,COMPLETE
9,9,0.24328722538649308,2024-01-25 00:31:41.423101,2024-01-25 00:37:58.984557,0 days 00:06:17.561456,8,0.1,,,microsoft/deberta-base,mlp,5.0,0.0007666427815022199,focal,9,AdamW,COMPLETE
