,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-23 13:31:30.393714,2024-01-23 13:41:08.762296,0 days 00:09:38.368582,4,0.2,2.0,roberta-base,,cnn,,0.00849069222621719,cross_entropy,11,Adam,COMPLETE
1,1,0.24328722538649308,2024-01-23 13:41:08.784480,2024-01-23 13:49:37.115386,0 days 00:08:28.330906,4,0.5,,,xlm-roberta-base,mlp,,0.004166741289599718,cross_entropy,14,Adam,COMPLETE
2,2,0.6065834882588809,2024-01-23 13:49:37.137976,2024-01-23 14:08:08.669112,0 days 00:18:31.531136,8,0.4,4.0,xlm-roberta-base,,cnn,,0.005981198899707377,cross_entropy,3,SGD,COMPLETE
3,3,0.24328722538649308,2024-01-23 14:08:08.692344,2024-01-23 14:12:45.908146,0 days 00:04:37.215802,8,0.1,,,vinai/bertweet-base,mlp,,0.004117298828380381,cross_entropy,3,Adam,COMPLETE
4,4,0.24328722538649308,2024-01-23 14:12:45.929149,2024-01-23 14:18:06.848839,0 days 00:05:20.919690,8,0.30000000000000004,,,microsoft/deberta-base,mlp,,0.004788647870550547,cross_entropy,12,SGD,COMPLETE
5,5,0.24328722538649308,2024-01-23 14:18:06.869492,2024-01-23 14:27:39.114535,0 days 00:09:32.245043,4,0.1,4.0,xlm-roberta-base,,cnn,1.0,0.003557610499715781,focal,6,AdamW,COMPLETE
6,6,0.6829512783132091,2024-01-23 14:27:39.137541,2024-01-23 14:49:37.748409,0 days 00:21:58.610868,4,0.30000000000000004,1.0,xlm-roberta-base,,cnn,,0.00913779186159142,cross_entropy,2,SGD,COMPLETE
7,7,0.24328722538649308,2024-01-23 14:49:37.771653,2024-01-23 14:57:21.983921,0 days 00:07:44.212268,4,0.5,4.0,xlm-roberta-base,,cnn,,0.006784123483642517,cross_entropy,4,RMSprop,COMPLETE
8,8,0.24328722538649308,2024-01-23 14:57:22.027442,2024-01-23 15:02:48.391829,0 days 00:05:26.364387,4,0.1,,,vinai/bertweet-base,mlp,,0.00901013946703645,cross_entropy,15,RMSprop,COMPLETE
9,9,0.24328722538649308,2024-01-23 15:02:48.414301,2024-01-23 15:09:54.112108,0 days 00:07:05.697807,4,0.4,,,xlm-roberta-base,mlp,3.0,0.0038810780488452963,focal,3,RMSprop,COMPLETE
