,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-25 11:06:47.405930,2024-01-25 11:15:11.653506,0 days 00:08:24.247576,4,0.4,,,xlm-roberta-base,mlp,3.0,0.0039179677380457275,focal,2,Adam,COMPLETE
1,1,0.24328722538649308,2024-01-25 11:15:11.678668,2024-01-25 11:21:27.442004,0 days 00:06:15.763336,4,0.30000000000000004,1.0,roberta-base,,cnn,,0.004336337789801279,cross_entropy,5,Adam,COMPLETE
2,2,0.511556543418475,2024-01-25 11:21:27.470766,2024-01-25 11:26:05.044353,0 days 00:04:37.573587,8,0.5,,,roberta-base,mlp,,0.001937038442848908,cross_entropy,3,AdamW,COMPLETE
3,3,0.432868996825935,2024-01-25 11:26:05.068148,2024-01-25 11:30:48.331078,0 days 00:04:43.262930,8,0.5,,,vinai/bertweet-base,mlp,,0.0009999150884055655,cross_entropy,10,AdamW,COMPLETE
4,4,0.432868996825935,2024-01-25 11:30:48.357242,2024-01-25 11:36:38.383512,0 days 00:05:50.026270,8,0.4,,,xlm-roberta-base,mlp,,0.0021108696232206127,cross_entropy,13,Adam,COMPLETE
5,5,0.1644144144144144,2024-01-25 11:36:38.414914,2024-01-25 11:41:03.238853,0 days 00:04:24.823939,4,0.30000000000000004,,,xlm-roberta-base,mlp,,0.009994937956493267,cross_entropy,12,AdamW,PRUNED
6,6,0.20105482098764174,2024-01-25 11:41:03.544003,2024-01-25 11:43:03.029158,0 days 00:01:59.485155,8,0.4,,,vinai/bertweet-base,mlp,,0.0033039217580484183,cross_entropy,12,SGD,PRUNED
7,7,0.24512730774590355,2024-01-25 11:43:03.088431,2024-01-25 11:46:09.525676,0 days 00:03:06.437245,4,0.4,4.0,xlm-roberta-base,,cnn,2.0,0.0034159226017609835,focal,9,SGD,PRUNED
8,8,0.24328722538649308,2024-01-25 11:46:09.866903,2024-01-25 11:49:26.302542,0 days 00:03:16.435639,4,0.1,2.0,roberta-base,,cnn,,0.007332474884231212,cross_entropy,12,AdamW,PRUNED
9,9,0.24328722538649308,2024-01-25 11:49:26.352436,2024-01-25 11:51:26.289915,0 days 00:01:59.937479,8,0.2,,,roberta-base,mlp,1.0,0.009247407249965046,focal,12,SGD,PRUNED
10,10,0.6937751083266428,2024-01-25 11:51:26.406098,2024-01-25 12:11:13.175392,0 days 00:19:46.769294,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,6.20082598014539e-05,focal,5,RMSprop,COMPLETE
11,11,0.6605482909469161,2024-01-25 12:11:13.202784,2024-01-25 12:20:55.864263,0 days 00:09:42.661479,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0002544208780303706,focal,5,RMSprop,PRUNED
12,12,0.5484863206398652,2024-01-25 12:20:55.889529,2024-01-25 12:28:14.413057,0 days 00:07:18.523528,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0017584833456459935,focal,5,RMSprop,COMPLETE
13,13,0.6619516739143302,2024-01-25 12:28:14.453682,2024-01-25 12:38:00.562199,0 days 00:09:46.108517,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.00027564067366924795,focal,6,RMSprop,PRUNED
14,14,0.24328722538649308,2024-01-25 12:38:00.586918,2024-01-25 12:40:26.522997,0 days 00:02:25.936079,8,0.2,4.0,vinai/bertweet-base,,cnn,5.0,0.006395071243100299,focal,7,RMSprop,PRUNED
15,15,0.581517068978986,2024-01-25 12:40:26.626701,2024-01-25 12:45:10.500142,0 days 00:04:43.873441,8,0.5,5.0,bert-base-uncased,,cnn,4.0,0.0019368244444274729,focal,4,RMSprop,COMPLETE
16,16,0.24328722538649308,2024-01-25 12:45:10.534517,2024-01-25 12:47:27.049419,0 days 00:02:16.514902,8,0.4,3.0,bert-base-uncased,,cnn,4.0,0.005759520043561565,focal,3,RMSprop,PRUNED
17,17,0.24328722538649308,2024-01-25 12:47:27.092703,2024-01-25 12:49:47.063540,0 days 00:02:19.970837,8,0.30000000000000004,4.0,bert-base-uncased,,cnn,4.0,0.0025851054300638538,focal,7,RMSprop,PRUNED
18,18,0.5136819951831094,2024-01-25 12:49:47.167729,2024-01-25 12:58:42.439319,0 days 00:08:55.271590,8,0.2,3.0,bert-base-uncased,,cnn,4.0,0.0010349849453277302,focal,3,RMSprop,PRUNED
19,19,0.5358957831140592,2024-01-25 12:58:42.465265,2024-01-25 13:10:08.108894,0 days 00:11:25.643629,8,0.5,5.0,xlm-roberta-base,,cnn,3.0,8.220362820533355e-05,focal,15,RMSprop,PRUNED
20,20,0.24328722538649308,2024-01-25 13:10:08.325349,2024-01-25 13:12:28.631858,0 days 00:02:20.306509,8,0.1,4.0,bert-base-uncased,,cnn,4.0,0.005246104266525003,focal,8,RMSprop,PRUNED
21,21,0.5599611231671227,2024-01-25 13:12:28.676158,2024-01-25 13:19:49.201324,0 days 00:07:20.525166,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0014432184564655756,focal,5,RMSprop,COMPLETE
22,22,0.610218700558075,2024-01-25 13:19:49.232246,2024-01-25 13:27:09.110169,0 days 00:07:19.877923,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0012044601313033398,focal,4,RMSprop,COMPLETE
23,23,0.24328722538649308,2024-01-25 13:27:09.131970,2024-01-25 13:29:35.466160,0 days 00:02:26.334190,8,0.4,4.0,vinai/bertweet-base,,cnn,4.0,0.0026311463608726694,focal,4,RMSprop,PRUNED
24,24,0.6029458327958439,2024-01-25 13:29:35.559042,2024-01-25 13:39:20.878598,0 days 00:09:45.319556,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0008363126012665386,focal,2,RMSprop,PRUNED
25,25,0.24328722538649308,2024-01-25 13:39:20.909822,2024-01-25 13:41:44.418867,0 days 00:02:23.509045,8,0.4,5.0,bert-base-uncased,,cnn,4.0,0.0027339277133776796,focal,4,RMSprop,PRUNED
26,26,0.24328722538649308,2024-01-25 13:41:44.457600,2024-01-25 13:44:58.995001,0 days 00:03:14.537401,4,0.5,4.0,vinai/bertweet-base,,cnn,5.0,0.0009893118662213664,focal,7,RMSprop,PRUNED
27,27,0.1644144144144144,2024-01-25 13:44:59.060010,2024-01-25 13:47:17.610253,0 days 00:02:18.550243,8,0.4,2.0,xlm-roberta-base,,cnn,3.0,9.07949403626562e-05,focal,6,SGD,PRUNED
28,28,0.24328722538649308,2024-01-25 13:47:17.948079,2024-01-25 13:49:52.805515,0 days 00:02:34.857436,8,0.5,5.0,roberta-base,,cnn,4.0,0.004518528802082693,focal,4,Adam,PRUNED
29,29,0.1644144144144144,2024-01-25 13:49:52.870309,2024-01-25 13:53:09.984094,0 days 00:03:17.113785,4,0.4,4.0,bert-base-uncased,,cnn,5.0,0.003488055676856618,focal,6,Adam,PRUNED
30,30,0.5068864762701387,2024-01-25 13:53:10.032095,2024-01-25 13:55:31.531777,0 days 00:02:21.499682,8,0.5,3.0,vinai/bertweet-base,,cnn,4.0,0.0015201870899608006,focal,2,RMSprop,PRUNED
31,31,0.5329127365909814,2024-01-25 13:55:31.642182,2024-01-25 14:00:27.080357,0 days 00:04:55.438175,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0013493752815475722,focal,4,RMSprop,COMPLETE
32,32,0.511556543418475,2024-01-25 14:00:27.102095,2024-01-25 14:02:57.543707,0 days 00:02:30.441612,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0023918143789632765,focal,5,RMSprop,PRUNED
33,33,0.6203762376897319,2024-01-25 14:02:57.640594,2024-01-25 14:12:45.018401,0 days 00:09:47.377807,8,0.5,5.0,vinai/bertweet-base,,cnn,5.0,0.0006393959282801746,focal,2,RMSprop,PRUNED
