,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-24 06:55:18.834133,2024-01-24 07:01:15.371601,0 days 00:05:56.537468,4,0.1,1.0,roberta-base,,cnn,4.0,0.005386864251908723,focal,12,RMSprop,COMPLETE
1,1,0.24328722538649308,2024-01-24 07:01:15.396134,2024-01-24 07:07:47.767879,0 days 00:06:32.371745,8,0.5,4.0,xlm-roberta-base,,cnn,5.0,0.006700431437831727,focal,5,AdamW,COMPLETE
2,2,0.6831203910361138,2024-01-24 07:07:47.796302,2024-01-24 07:27:16.350925,0 days 00:19:28.554623,4,0.4,1.0,bert-base-uncased,,cnn,4.0,0.0044127511462836305,focal,11,SGD,COMPLETE
3,3,0.24328722538649308,2024-01-24 07:27:16.416582,2024-01-24 07:33:13.656321,0 days 00:05:57.239739,4,0.5,,,bert-base-uncased,mlp,3.0,0.006198119173719602,focal,12,AdamW,COMPLETE
4,4,0.24328722538649308,2024-01-24 07:33:13.700681,2024-01-24 07:37:55.702771,0 days 00:04:42.002090,8,0.4,1.0,roberta-base,,cnn,5.0,0.006287497686623455,focal,6,Adam,COMPLETE
5,5,0.24328722538649308,2024-01-24 07:37:55.723609,2024-01-24 07:44:16.245268,0 days 00:06:20.521659,8,0.2,,,microsoft/deberta-base,mlp,1.0,0.008667231701239363,focal,11,AdamW,COMPLETE
6,6,0.24328722538649308,2024-01-24 07:44:16.266719,2024-01-24 07:49:38.750981,0 days 00:05:22.484262,4,0.4,,,xlm-roberta-base,mlp,1.0,0.0019673201292296533,focal,15,SGD,COMPLETE
7,7,0.24328722538649308,2024-01-24 07:49:38.774251,2024-01-24 07:55:37.090907,0 days 00:05:58.316656,8,0.30000000000000004,1.0,xlm-roberta-base,,cnn,,0.005520724225509489,cross_entropy,14,Adam,COMPLETE
8,8,0.24328722538649308,2024-01-24 07:55:37.114225,2024-01-24 08:04:34.702259,0 days 00:08:57.588034,4,0.5,3.0,xlm-roberta-base,,cnn,,0.008120261756101572,cross_entropy,15,Adam,COMPLETE
9,9,0.24328722538649308,2024-01-24 08:04:34.730615,2024-01-24 08:09:28.180865,0 days 00:04:53.450250,8,0.1,5.0,roberta-base,,cnn,2.0,0.002497995567949081,focal,9,RMSprop,COMPLETE
10,10,0.1644144144144144,2024-01-24 08:09:28.216817,2024-01-24 08:11:56.500365,0 days 00:02:28.283548,4,0.30000000000000004,,,roberta-base,mlp,,7.414208378333283e-05,cross_entropy,2,SGD,PRUNED
11,11,0.24328722538649308,2024-01-24 08:11:56.550385,2024-01-24 08:17:25.876585,0 days 00:05:29.326200,4,0.1,2.0,bert-base-uncased,,cnn,4.0,0.003761168456198478,focal,11,RMSprop,COMPLETE
12,12,0.6079041744626337,2024-01-24 08:17:25.899190,2024-01-24 08:24:36.076624,0 days 00:07:10.177434,4,0.2,1.0,bert-base-uncased,,cnn,4.0,0.004198052115035196,focal,8,SGD,PRUNED
13,13,0.24328722538649308,2024-01-24 08:24:36.144107,2024-01-24 08:30:32.693063,0 days 00:05:56.548956,4,0.4,2.0,vinai/bertweet-base,,cnn,4.0,0.009802482510792758,focal,12,RMSprop,COMPLETE
14,14,0.1644144144144144,2024-01-24 08:30:32.715445,2024-01-24 08:33:24.030186,0 days 00:02:51.314741,4,0.2,2.0,bert-base-uncased,,cnn,,0.0037007851505875943,cross_entropy,9,RMSprop,PRUNED
15,15,0.6431644581800141,2024-01-24 08:33:24.087559,2024-01-24 08:49:09.963937,0 days 00:15:45.876378,4,0.30000000000000004,3.0,roberta-base,,cnn,3.0,0.004705214842283697,focal,13,SGD,PRUNED
16,16,0.24328722538649308,2024-01-24 08:49:09.979170,2024-01-24 08:55:02.139094,0 days 00:05:52.159924,4,0.1,1.0,vinai/bertweet-base,,cnn,4.0,0.007531336771625426,focal,10,RMSprop,COMPLETE
17,17,0.6052965028510006,2024-01-24 08:55:02.159632,2024-01-24 09:02:31.876398,0 days 00:07:29.716766,4,0.4,2.0,bert-base-uncased,,cnn,5.0,0.002169679192340874,focal,7,SGD,PRUNED
18,18,0.7027525807256811,2024-01-24 09:02:31.977110,2024-01-24 09:21:27.601302,0 days 00:18:55.624192,4,0.2,,,vinai/bertweet-base,mlp,,0.00515130052761785,cross_entropy,13,SGD,COMPLETE
19,19,0.24328722538649308,2024-01-24 09:21:27.623859,2024-01-24 09:26:04.081660,0 days 00:04:36.457801,4,0.2,,,vinai/bertweet-base,mlp,,0.0029144424511402985,cross_entropy,4,SGD,COMPLETE
