,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-23 17:40:55.552330,2024-01-23 17:46:08.832497,0 days 00:05:13.280167,8,0.4,4.0,vinai/bertweet-base,,cnn,2.0,0.00952065846661312,focal,6,AdamW,COMPLETE
1,1,0.24328722538649308,2024-01-23 17:46:08.855586,2024-01-23 17:50:34.853380,0 days 00:04:25.997794,8,0.1,,,bert-base-uncased,mlp,2.0,0.004256725867377733,focal,12,Adam,COMPLETE
2,2,0.24328722538649308,2024-01-23 17:50:34.874818,2024-01-23 17:56:01.639997,0 days 00:05:26.765179,8,0.5,2.0,xlm-roberta-base,,cnn,4.0,0.0024921760519231247,focal,10,RMSprop,COMPLETE
3,3,0.24328722538649308,2024-01-23 17:56:01.670613,2024-01-23 18:00:50.810350,0 days 00:04:49.139737,8,0.30000000000000004,2.0,roberta-base,,cnn,3.0,0.0038463044994684376,focal,10,Adam,COMPLETE
4,4,0.6786246524135152,2024-01-23 18:00:50.850313,2024-01-23 18:21:40.322867,0 days 00:20:49.472554,4,0.1,2.0,vinai/bertweet-base,,cnn,1.0,0.0020367594223568088,focal,7,SGD,COMPLETE
5,5,0.24328722538649308,2024-01-23 18:21:40.373967,2024-01-23 18:26:07.699106,0 days 00:04:27.325139,8,0.30000000000000004,3.0,bert-base-uncased,,cnn,1.0,0.0049789498416333,focal,11,RMSprop,COMPLETE
6,6,0.1644144144144144,2024-01-23 18:26:07.726233,2024-01-23 18:28:54.945840,0 days 00:02:47.219607,8,0.2,2.0,xlm-roberta-base,,cnn,,0.004737703692853886,cross_entropy,8,RMSprop,PRUNED
7,7,0.24328722538649308,2024-01-23 18:28:55.233427,2024-01-23 18:33:45.956059,0 days 00:04:50.722632,8,0.4,5.0,roberta-base,,cnn,5.0,0.006945804279023037,focal,8,RMSprop,COMPLETE
8,8,0.24328722538649308,2024-01-23 18:33:45.977167,2024-01-23 18:39:18.730895,0 days 00:05:32.753728,8,0.5,,,microsoft/deberta-base,mlp,5.0,0.005335361448555072,focal,14,SGD,COMPLETE
9,9,0.24328722538649308,2024-01-23 18:39:18.753260,2024-01-23 18:45:11.448435,0 days 00:05:52.695175,8,0.1,,,xlm-roberta-base,mlp,4.0,0.0069680840903384765,focal,10,Adam,COMPLETE
10,10,0.05950991831971995,2024-01-23 18:45:11.469614,2024-01-23 18:47:37.134973,0 days 00:02:25.665359,4,0.2,,,vinai/bertweet-base,mlp,,0.00029994442878661116,cross_entropy,3,SGD,PRUNED
11,11,0.24328722538649308,2024-01-23 18:47:37.180909,2024-01-23 18:54:54.663836,0 days 00:07:17.482927,4,0.4,5.0,vinai/bertweet-base,,cnn,,0.009920205078628968,cross_entropy,5,AdamW,COMPLETE
12,12,0.24328722538649308,2024-01-23 18:54:54.685927,2024-01-23 19:01:59.611468,0 days 00:07:04.925541,4,0.4,4.0,vinai/bertweet-base,,cnn,1.0,0.009589318031191618,focal,6,AdamW,COMPLETE
13,13,0.6421610259770983,2024-01-23 19:01:59.640767,2024-01-23 19:15:16.197620,0 days 00:13:16.556853,4,0.2,1.0,vinai/bertweet-base,,cnn,2.0,0.00042321876419724796,focal,5,AdamW,COMPLETE
14,14,0.29882062390774283,2024-01-23 19:15:16.240148,2024-01-23 19:22:07.103729,0 days 00:06:50.863581,4,0.2,1.0,vinai/bertweet-base,,cnn,,0.00026674021562896955,cross_entropy,3,SGD,COMPLETE
15,15,0.24328722538649308,2024-01-23 19:22:07.139926,2024-01-23 19:27:11.371903,0 days 00:05:04.231977,4,0.1,1.0,vinai/bertweet-base,,cnn,2.0,0.0016113487735056123,focal,5,SGD,COMPLETE
16,16,0.5839809573949665,2024-01-23 19:27:11.392996,2024-01-23 19:33:27.460814,0 days 00:06:16.067818,4,0.2,1.0,bert-base-uncased,,cnn,1.0,0.0021356034549271383,focal,2,AdamW,COMPLETE
17,17,0.6151456371887762,2024-01-23 19:33:27.482203,2024-01-23 19:46:14.679011,0 days 00:12:47.196808,4,0.1,2.0,vinai/bertweet-base,,cnn,2.0,0.0013970238344322675,focal,7,SGD,PRUNED
18,18,0.1644144144144144,2024-01-23 19:46:14.753568,2024-01-23 19:49:23.299825,0 days 00:03:08.546257,4,0.2,,,roberta-base,mlp,,0.0030830005318808443,cross_entropy,4,AdamW,PRUNED
19,19,0.24328722538649308,2024-01-23 19:49:23.346453,2024-01-23 19:56:24.823447,0 days 00:07:01.476994,4,0.1,3.0,vinai/bertweet-base,,cnn,3.0,0.0009795756939738507,focal,7,AdamW,COMPLETE
